id;zagolovok;index;name;date;sheets;number;direction;note;
696;;39-39/001-39/007/009/2015-195/1;Свидетельство о государственной регистрации права управление федеральной службы государственной регистрации, кадастра и картографии по Калининградской области;16.11.2015;1;70;;;
697;;39-39/001-39/007/009/2015-196/1;Свидетельство о государственной регистрации права управление федеральной службы государственной регистрации, кадастра и картографии по Калининградской области;16.11.2015;1;71;;;
698;;МСХ-5924;Заявка Министерства сельского хозяйства Калининградской области на участие в отборе с приложением на 1 л.;02.01.1900;2;72-73;;;
699;Калининградская область;90-075/КЛ-16;"Копия кредитного договора между АКБ ""РОССИЙСКИЙ КАПИТАЛ"" и ООО ""Кужель"" на открытие кредитной линии (с лимитом выдачи)";10.08.2016;9;74-82;;;
700;;1;Копия дополнительного соглашения к Кредитному договору №90-075/КЛ-16 от 10.08.2016  ;10.08.2016;3;83-85;;;
701;;б/н;"График погашения задолженности и процентов за пользование кредитом по кредитному договору ООО ""Кужель"" №90-075/КЛ-16 от 10.08.2016  "; -;2;86-87;;;
702;;МСХ-4049;Заявка Министерства сельского хозяйства Калининградской области на участие в отборе с приложением на 1 л.;27.07.2016;2;88-89;;;
703;Калининградская область;8626-2-100416;"Копия договора между ПАО ""Сбербанк России"" и ООО ""Молочная фабрика"" об открытии невозобновляемой кредитной линии";31.05.2016;25;90-114;;;
704;;б/н;"График погашения задолженности и процентов за пользование кредитом по кредитному договору ООО ""Молочная фабрика"" №8626-2-100416 от 31.05.2016 "; -;4;115-118;;;
705;;МСХ-990;Заявка Министерства сельского хозяйства Калининградской области на участие в отборе с приложением на 2 л.;01.03.2016;3;119-121;;;
706;Калининградская область;130115095;"Копия договора между ПАО ""Сбербанк России"" и ООО ""Калининградская мясная компания"" об открытии невозобновляемой кредитной линии";29.12.2015;41;122-162;;;
707;;б/н;Исходящее письмо ПАО Сбербанк о графике платежа основного долга по договору №130115095 от 29.12.2015 г.; -;1;163;;;
708;;б/н;Планируемый график уплаты процентов по Договору №130115095 от 29.12.2015 г.; -;7;164-170;;;
709;;39-АБ 470278;Копия свидетельства о государственной регистрации права Управление Федеральной службы государственной регистрации, кадастра и картографии по Калининградской области;26.03.2015;1;171;;;
710;;39-АБ 402393;Копия свидетельства о государственной регистрации права Управление Федеральной службы государственной регистрации, кадастра и картографии по Калининградской области;19.12.2014;1;172;;;
711;;39-АБ 470536;Копия свидетельства о государственной регистрации права Управление Федеральной службы государственной регистрации, кадастра и картографии по Калининградской области;27.03.2015;1;173;;;
712;;39-39/005-39/019/004/2015-1345/2;Копия свидетельства о государственной регистрации права Управление Федеральной службы государственной регистрации, кадастра и картографии по Калининградской области;29.07.2015;1;174;;;
713;Кемеровская область;03-19-2-306;Заявка Департамента сельского хозяйства и перерабатывающей промышленности Кемеровской области на участие в отборе;14.10.2016;;;;"ООО ""Лебеди""
ООО ""Юргинский аграрий""
ООО ""Рассвет"" (№165605/0144 от 01.09.16)
ИП Авдонин Н.В. - глава КФХ (№165605/0072 от 26.04.16)";
714;;03-19-2-242;Заявка Департамента сельского хозяйства и перерабатывающей промышленности Кемеровской области на участие в отборе;31.08.2016;;;;"ООО ""Тарасовское"";
ИП ГКФХ Собора Г.П.;
ИП ГКФХ Малышев Л.Г. (№165607/0055 от 31.02.16);
ИП ГКФХ Малышев Л.Г. (№165607/0063 от 13.04.16);
КХ ""Бекон"" (№165604/0137 от 29.07.16)";
715;Кировская область;2217-44-08;Заявка Министерства сельского хозяйства и продовольствия Кировской области на участие в отборе ;14.12.2016;;;;"ООО ""Чудиновское"" Орловский район
ООО ""Русь"" Вятскополянский район
ООО ""Коршик"" Оричевский район";
716;;1971-44-08;Заявка Министерства сельского хозяйства и продовольствия Кировской области на участие в отборе ;08.11.2016;;;;"АО ""Мокинское""";
717;;1722-44-08;Заявка Министерства сельского хозяйства и продовольствия Кировской области на участие в отборе ;30.09.2016;;;;"ООО ""Агрофирма ""Колхоз ""Путь Ленина"" 
ООО ""Агрофирма ""Колхоз ""Путь Ленина""";
718;;1779-44-08;Заявка Министерства сельского хозяйства и продовольствия Кировской области на участие в отборе ;11.10.2016;;;;"ООО ""Агрофирма ""Кстинино"" Кирово-Чепецкий район
ООО ""Житница"" Кильмезский район 
ООО ""Житница"" Кильмезский район 
СПК ""Маяк"" Подосиновский район
СПК ""Корюгино"" Слободской район (162231/0003 от 25.04.2016)";
719;;1945-44-08;Заявка Министерства сельского хозяйства и продовольствия Кировской области на участие в отборе ;03.11.2016;;;;"ООО ""Агрофирма ""Коршик""
ИП глава КФХ Русаков Сергей Вениаминович";
720;;2218-44-08;Заявка Министерства сельского хозяйства и продовольствия Кировской области на участие в отборе ;14.12.2016;;;;"ООО ""Русь""Вятскополянский район
";
721;;2158-44-08;Заявка Министерства сельского хозяйства и продовольствия Кировской области на участие в отборе ;05.12.2016;;;;"СХПК-СА(колхоз) Лошкаринский, Советский район
ООО ""Агрофирма ""Чуваши"" Кирово-Чепетский район
СХА (колхоз) ""Надежда"" Кильмезский район
СПК ""Красная Талица"" Слободской район 
СПК СХА (колхоз) ""Лекминский"" Слободской район
";
722;;1972-44-08;Заявка Министерства сельского хозяйства и продовольствия Кировской области на участие в отборе ;08.11.2016;;;;"ООО Агрофирма ""Колхоз""Путь Ленина"" Котельнический район
ООО Агрофирма ""Колхоз""Путь Ленина"" Котельнический район
СПК СХА (колхоз) ""Гигант"" Малмышский район
ООО ""Андреевское"" Уржумский район
ООО ""Агрофирма строитель"" Уржумский район
СПК ""Звезда"" Верхошижемский район
ООО ""АгроХолдинг"" Советский район
ООО ""Агрофирма""Подгорский"" Советский район";
723;;1963-44-08;Заявка Министерства сельского хозяйства и продовольствия Кировской области на участие в отборе ;08.11.2016;;;;"
ООО Агрофирма ""Колхоз""Путь Ленина"" Котельнический район
";
724;Ленинградская область;в-07-12083/16-0-1;Заявка Комитета по агропромышленному и рыбохозяйственному комплексу Ленинградской области на участие в отборе;13.12.2016;2;01.фев;;;
725;;1895-1-101616-НКЛ;"Копия договора между ПАО ""Сбербанк России"" и ЗАО ""Племенной завод ""Большевик"" об открытии невозобновляемой кредитной линии";11.10.2016;21;мар.23;;;
726;;б/н;График погашения кредита и уплаты процентов по договору №1895-1-101616-НКЛ от 11.10.2016 г. ; -;2;24-25;;;
727;;в-07-10661/16-0-3;Заявка Комитета по агропромышленному и рыбохозяйственному комплексу Ленинградской области на участие в отборе;23.12.2016;2;26-27;;;
728;Ленинградская область;0095-2-101916;"Копия договора между ПАО ""Сбербанк России"" и ЗАО ""Агрофирма ""Выборжец"" об открытии невозобновляемой кредитной линии";21.12.2016;46;28-73;;;
729;;б/н;График погашения кредита (найма) и уплаты процентов по нему 0095-2-101916 от 21.12.2016; -;3;74-76;;;
730;Московская область;мсх-5929/18-06-01;Заявка Министерства сельского хозяйства и продовольствия Московской области на участие в отборе ;15.09.2016;;;;"ООО ""Агрокультура Групп""
 ЗАО ""Куликово""
ФГУП ""Пойма""
ИП ГКФХ Прохоров Евгений Иванович (№2216/10331123/006/16/1)";
731;Новгородская область;СХ-3015-И;Заявка Департамента сельского хозяйства и продовольствия Новгородской области на участие в отборе с приложением на 1л.;07.12.2016;2;01.фев;;;
732;;160800/0052;"Копия кредитного договора между АО ""Россельхозбанк"" и ОАО ""Ермолинское""";28.11.2016;24;мар.26;;;
733;Новгородская область;СХ-1208-И;Заявка Департамента сельского хозяйства и продовольствия Новгородской области на участие в отборе с приложением на 1л.;17.05.2016;2;27-28;;;
734;;416037;"Копия кредитного договора между ОАО  Новгородский Универсальный коммерческий банк ""Новобанк"" и СПК ""МТС Русь""";17.03.2016;6;29-34;;;
735;Псковская область;05-23/2027;Заявка Главного государственного управления сельского хозяйства и государственного технического надзора Псковской области на участие в отборе с приложением на 1 л.;06.09.2016;2;01.фев;;;
736;;166800/0018;"Копия кредитного договора между АО ""Россельхозбанк"" и ООО ""Металлист""";15.04.2016;16;мар.18;;;
737;;166800/0019;"Копия договора между АО ""Россельхозбанк"" и ООО ""Металлист"" об открытии кредитной линии с лимитом выдачи";19.04.2016;12;19-30;;;
738;Псковская область;05-23/992;Заявка Главного государственного управления сельского хозяйства и государственного технического надзора Псковской области на участие в отборе с приложением на 2 л.;03.08.2016;3;31-33;;;
739;;166801/0039;"Копия кредитного договора между АО ""Россельхозбанк"" и ОАО ""Красное знамя""";24.06.2016;21;34-54;;;
740;Пермский край ;СЭД-25-04.4-01-47;Заявка Министерства сельского хозяйства и продовольствия Пермского края на участие в отборе;01.08.2016;;;;"ООО ""Русь"" Большесосновского района";
741;;СЭД-25-04.4-01-39;Заявка Министерства сельского хозяйства и продовольствия Пермского края на участие в отборе;15.06.2016;;;;"ООО ""Россохи""";
742;;СЭД-25-04.4-01-33;Заявка Министерства сельского хозяйства и продовольствия Пермского края на участие в отборе;26.05.2016;;;;"ООО ""Натурпродукт""";
743;Пензенская область;5-432;Заявка Министерства сельского хозяйства Пензенской области на участие в отборе;05.02.2016;;;;ИП Тоцкий Никита Сергеевич - глава КФХ;
744;Нижегородская область ;302-06-18-522/16;Заявка Министерства сельского хозяйства и продовольственных ресурсов Нижегородской  области на участие в отборе;11.10.2016;;;;"Колхоз ""имени Горького""";
745;;302-06-18-606/16;Заявка Министерства сельского хозяйства и продовольственных ресурсов Нижегородской  области на участие в отборе;22.11.2016;;;;"ООО ""Агрофирма ""Нива""
ООО ""Возрождение""";
746;Орловская область ;81/2614;Заявка Департамента сельского хозяйства Орловской области на участие в отборе;29.08.2016;;;;"ООО ""Юпитер""";
747;;81/3104;Заявка Департамента сельского хозяйства Орловской области на участие в отборе;20.10.2016;;;;"АО работников (народное предприятие) ""Успенское""
ИП-глава крестьянского (фермерского) хозяйства Калинин Петр Викторович";
748;Омская область;ИСХ-16/МСХ-6012;Заявка Министерства сельского хозяйства и продовольствия Омской области на участие в отборе;09.11.2016;;;;"СПК ""Большевик""";
749;Республика Алтай;401;Заявка Минестерства сельского хозяйства Республики Алтай на участие в отборе;11.02.2016;;;;"ИП глава КФХ Сойтошев Мерген Владимирович
СПК Племенной завод ""Теньгинский"" (№157002/0012 от 20.08.2015)
ООО ""Русь"" (2216/8558/064/032/15/1 от 21.08.2015)
ИН глава КФХ Чеконов Олег Алесандрович (№0157002/0013 от 218.08.2015)";
750;;403;Заявка Минестерства сельского хозяйства Республики Алтай на участие в отборе;11.02.2016;;;;"ИП глава КФХ Сойтошев Мерген Владимирович (№003/ГА/15-НКЛ-МСП от 28.08.2015)
СПК Племенной завод ""Теньгинский"" (№157002/0012 от 20.08.2015)
ООО ""Русь"" 
ИН глава КФХ Чеконов Олег Алесандрович (№0157002/0013 от 218.08.2015)";
751;;404;Заявка Минестерства сельского хозяйства Республики Алтай на участие в отборе;11.02.2016;;;;"ИП глава КФХ Сойтошев Мерген Владимирович (№003/ГА/15-НКЛ-МСП от 28.08.2015)
СПК Племенной завод ""Теньгинский"" 
ООО ""Русь"" (2216/8558/064/032/15/1 от 21.08.2015)
ИН глава КФХ Чеконов Олег Алесандрович (№0157002/0013 от 218.08.2015)";
752;;57-37-2288/16;Заявка Минестерства сельского хозяйства Республики Алтай на участие в отборе;20.05.2016;;;;"СХ ОАО ""Белореченское""
СХ ОАО ""Белореченское""";
753;;818;Заявка Минестерства сельского хозяйства Республики Алтай на участие в отборе;25.03.2016;;;;ИП ГКФХ Шубин Александр Иванович;
754;;2441;Заявка Минестерства сельского хозяйства Республики Алтай на участие в отборе;19.09.2016;;;;ИП гл.КФХ Мирочник Лариса Александровна;
755;Республика Башкортостан;РН-13-7231;Заявка Минестерства сельского хозяйства Республики Башкортостан на участие в отборе;13.12.2016;;;;"СХПК ""Ашкадарский""";
756;;РН-13-7415;Заявка Минестерства сельского хозяйства Республики Башкортостан на участие в отборе;19.12.2016;;;;"Гос.МСХП совхоз ""Алексеевский""";
757;;РН-13-7417;Заявка Минестерства сельского хозяйства Республики Башкортостан на участие в отборе;19.12.2016;;;;"ООО ""Победа""";
758;;РН-13-6640;Заявка Минестерства сельского хозяйства Республики Башкортостан на участие в отборе;16.11.2016;;;;"СПК-колхох имени Мусы Гореева
СПК ""Агрофирма ""Метефтамаг""
СПК ""Красная Башкирия""";
759;;РН-13-2047;Заявка Министерства сельского хозяйства республики Башкортостан на участие в отборе;22.04.2016;;;;"ООО ""БашОвощСнаб""";
760;;РН-13-2049;Заявка Министерства сельского хозяйства республики Башкортостан на участие в отборе;22.04.2016;;;;"ООО ""Золотое руно"" (156206/0015 от 13.08.2015)
СПК ""Илеш""
СПК Илеш"" (166201/0003 от 17.02.2016)
СПК Илеш"" (166201/0001 от 14.01.2016)
ООО ""Дружба""
ООО ""Дружба"" (156209/0040 от 09.11.2015)
ООО ""Алмаз"" (156223/0016 от 16.10.2015)
ИП Нурмухабетов Марат Гилемьянович (156200/0124 от 09.10.2015)";
761;;РН-13-7020;Заявка Министерства сельского хозяйства республики Башкортостан на участие в отборе;03.12.2016;;;;"СПК - колхоз ""Победа""
ООО Агропромышленное предприятие имени Калинина (166200/0068 от 25.05.2016)
ООО ""Канаш"" (КС-ЦН-724980/20169/00046 от 14.09.2016)";
762;;АЗ-13-6109;Заявка Министерства сельского хозяйства республики Башкортостан на участие в отборе;19.10.2016;;;;ИП Глава КФХ Хабибрахманов Фавиль Раисович;
763;;РН-13-7515;Заявка Министерства сельского хозяйства республики Башкортостан на участие в отборе;22.12.2016;;;;"ООО ""Мясокомбинат Зигитякский""";
764;;РН-13-7516;Заявка Министерства сельского хозяйства республики Башкортостан на участие в отборе;22.12.2016;;;;"ООО ""Сава-Агро-Усень""
ООО ""Сава-Агро-Усень""
ООО ""Мясокомбинат Зигитякский""";
765;;РН-13-7517;Заявка Министерства сельского хозяйства республики Башкортостан на участие в отборе;22.12.2016;;;;"ООО ""Сава-Агро-Усень""";
766;;РН-13-7320;;13.12.2016;;;;"СПК ""Искра""
СПК ""Ильсегул"" 
СПК ""Ватан"" (166232/0015 от 30.09.2016)
СПК ""Октярь"" (166204/0012 от 11.07.2016)
ООО ""Казангуловское Опытно-производственное хозяйство (166200/0114 от 28.11.2016)
ООО ""Япар"" 166209/0032 от 12.08.2016)
СПК ""Усак-Кичу"" (166234/0019 от 11.11.2016)
ООО Агропромышленное предприятие имени Калинина (166200/0079 от 29.06.2016)
ООО ""Аграрные традиции"" (166200/0113 от 28.11.2016)";
767;;РН-13-3174;Заявка Министерства сельского хозяйства Республики Башкортостан на участие в отборе;10.06.2016;;;;"СХПК ""Ярославский""
ООО ""Авангард""
ООО ""Тулпар""
СХПК колхоз имени Куйбышева 
СХПК имени Фрунзе М.В.
СХПК имени Ленина (№156207/0044, 24.12.15)
ООО ""Йондоз"" (№156216/0007, 17.11.15)
СХПК ""Искра"" (№ 166232/0001, 04.03.16)
СХПК ""Искра"" (№ 166232/0004, 28.03.16)
ООО  ""Маяк"" (№ 166217/0011, 27.03.16)
ООО  ""Маяк"" (№ 166217/0010, 26.04.16)
ООО ""Юлдаш"" (№ 166210/0003, 12.02.16)
СХПК ""Ленина"" (№ 156210/0037, 27.11.15)
ООО ""Прогресс"" (№ 166209/0003, 04.03.16)
ООО ""Авангард"" (№ 156207/0042, 21.12.15)";
768;Республика Бурятия ;13-04-25-4522/16;Заявка Министерства сельского хозяйства и продовольствия Республики Бурятия на участие в отборе ;16.02.2016;;;;"СПК ""Байн""";
769;;13-04-25-4821/16;Заявка Министерства сельского хозяйства и продовольствия Республики Бурятия на участие в отборе ;15.03.2016;;;;"ЗАО ""Сутайское""";
770;;13-04-25-41230/16;Заявка Министерства сельского хозяйства и продовольствия Республики Бурятия на участие в отборе ;08.04.2016;;;;ИП гл.КФХ Натоко А.С.;
771;;13-04-23-41629/16;Заявка Министерства сельского хозяйства и продовольствия Республики Бурятия на участие в отборе ;06.05.2016;;;;"ООО ""Байн""";
772;;08-26/612;Заявка Министерства сельского хозяйства и продовольствия Республики Коми на участие в отборе с приложением на 3 л.;05.02.2016;4;01.апр;;;
773;Республика Коми ;б/н;"Заявление ООО ""Нёбдинский"" на предоставление субсидии на возмещение части затрат на уплату процентов по кредитному договору от 29.12.2015 г. №157400/0074";19.01.2016;2;05.июн;;;
774;;157400/0074;"Копия кредитного договора между АО ""Российский Сельскохозяйственный банк"" и ООО ""Нёбдинский""";29.12.2015;25;июл.31;;;
775;;08-31/4117;Заявка Министерства сельского хозяйства и продовольствия Республики Коми на участие в отборе с приложением на 1 л.;08.06.2016;2;32-33;;;
776;Республика Коми ;б/н;Заявление на предоставление субсидии на возмещение части затрат на уплату процентов по кредитному договору от 25.01.2016 г. № 2216/86170085/007/16/1;26.05.2016;2;34-35;;;
777;;2216/86170085/007/16/1;"Копия договора между ПАО ""Сбербанк России"" и ИП / Глава крестьянского (фермерского) хозяйства Захаров Василий Леонидович об открытии невозобновляемой кредитной линии ";25.01.2016;25;36-60;;;
778;;11-30/4051;Письмо от Министерства сельского хозяйства и продовольствия Республики Коми о движении заявочной документации и результатах отбора;07.06.2016;3;61-63;;;
779;;08-31/7943;Заявка Министерства сельского хозяйства и продовольствия Республики Коми на участие в отборе с приложением на 2 л.;08.11.2016;3;64-66;;;
780;Республика Коми ;б/н;"Заявление ООО ""АГРОресурс"" на предоставление субсидии на возмещение части затрат на уплату процентов по кредитному договору от 27.05.2016 №167400/0021";25.10.2016;2;67-68;;;
781;;167400/0021;"Копия договора между АО ""Россельхозбанк"" и ООО ""АРГОресурс"" об открытии кредитной линии с лимитом выдачи";27.05.2016;29;69-97;;;
782;;08-31/7944;Заявка Министерства сельского хозяйства и продовольствия Республики Коми на участие в отборе с приложением на 1 л.;08.11.2016;2;98-99;;;
783;Республика Коми ;б/н;"Заявление ООО ""АГРОресурс"" на предоставление субсидии на возмещение части затрат на уплату процентов по кредитному договору от 30.08.2016 № 167400/0036";25.10.2016;2;100-101;;;
784;;167400/0036;"Копия договора между АО ""Россельхозбанк"" и ООО ""АРГОресурс"" об открытии кредитной линии с лимитом выдачи";30.08.2016;24;102-125;;;
785;;08-26/462;Заявка Министерства сельского хозяйства и продовольствия Республики Коми на участие в отборе с приложением на 1 л.;29.01.2016;2;126-127;;;
786;Республика Коми ;б/н;"Заявление ООО ""АГРОресурс"" на предоставление субсидии на возмещение части затрат на уплату процентов по кредитному договору от 21.07.2015 № 157400/0036";19.01.2016;2;128-129;;;
787;;157400/0036;"Копия кредитного договора между ОАО ""Россельхозбанк"" и ООО ""АГРОресурс""";21.07.2015;26;130-155;;;
788;;08-26/2569;Заявка Министерства сельского хозяйства и продовольствия Республики Коми на участие в отборе с приложением на 2 л.;15.04.2016;3;156-158;;;
789;Республика Коми ;б/н;"Заявление ООО ""Южное"" на предоставление субсидии на возмещение части затрат на уплату процентов по кредитному договору от 15.11.2015 № 152213/0006";01.02.2016;2;159-160;;;
790;;152213/0006;"Копия договора между АО ""Россельхозбанк"" и ООО ""Южное"" об открытии кредитной линии с лимитом выдачи";30.11.2015;25;161-185;;;
791;Республика Мордовия ;05-08/174;Заявка Министерства сельского хозяйства и продовльствия Республики Мордовия на участие в отборе ;04.02.2016;;;;"ГУП Республики Мордовии ""Тепличное""";
792;;05-08/1265;Заявка Министерства сельского хозяйства и продовльствия Республики Мордовия на участие в отборе ;06.06.2016;;;;"ООО ""Норовское молоко"" ";
793;;05.08.2652;Заявка Министерства сельского хозяйства и продовльствия Республики Мордовия на участие в отборе ;21.11.2016;;;;"ООО ""Дружба""";
794;;05.08.2651;Заявка Министерства сельского хозяйства и продовльствия Республики Мордовия на участие в отборе ;21.11.2016;;;;"ГУП Республики Мордовии ""Тепличное""";
795;Республика Татарстан;025/2-3439;Заявка Министерства сельского хозяйства и продовльствия Республики Татарстан на участие в отборе ;23.08.2016;;;;"ООО ""Тан"" Ютизанский район
ООО ""Агрофирма ""Родные края-Туган Як"" Муслюмовский район";
796;;02.02.2677;Заявка Министерства сельского хозяйства и продовльствия Республики Татарстан на участие в отборе ;29.06.2016;;;;"ООО ""Башак"" Актанышский район
ООО ""Агрофирма ""Лениногорская"" Лениногорский район
ООО ""Агрофирма"" АНЯК"" Актанышский район
ООО ""Агрофирма"" ""Тубян Кама"" Нижнекамский район
ИП КФХ Шавалеев З.Г.
ИП КФХ Шавалеев З.Г.";
797;;02.02.2677;Заявка Министерства сельского хозяйства и продовльствия Республики Татарстан на участие в отборе ;29.06.2016;;;;"ООО ""Молочный комбинат ""Касымовский""
ОАО ""Каратунское"" ( С142/09 от 11.12.2009)
ОАО ""Каратунское"" ( 296/11 от 10.12.2009)";
798;;02.02.2677;Заявка Министерства сельского хозяйства и продовльствия Республики Татарстан на участие в отборе ;29.06.2016;;;;"ООО ""АК БАРС Буинск""
ООО ""Дрожжановский элеватор"" (С48/16 от 29.06.2016)
ООО ""Агрофирма ""Апас""
ООО ""Сельхозпредприятие ""Камско-Устьинское"" (78/11 от 13.06.2016)";
799;;02/2-698;Заявка Министерства сельского хозяйства и продовльствия Республики Татарстан на участие в отборе ;29.02.2016;;;;"ООО ""Тепличный комбинат ""Майский""";
800;;02/2-1385;Заявка Министерства сельского хозяйства и продовльствия Республики Татарстан на участие в отборе ;13.04.2016;;;;"ООО ""Среднее-Девятого"" Лаишевский район 
ООО ""Нур"" Актанышский район
ООО ""Башак"" Актанышский район
ИП глава КФХ ""Гайнутдимнова Г.Р."" Бавлинский район
ООО ""Агрофирма ""Актаныш"" Актанышский район";
801;;02/2-1142;Заявка Министерства сельского хозяйства и продовльствия Республики Татарстан на участие в отборе ;30.03.2016;;;;"ООО ""Челны-Бройлер"" (44151085 от 13.10.2015) 
ООО ""Кутлушкино"" Чистопольский район
ООО ""Агрофирма"" АНЯК"" ";
802;;02.02.2195;Заявка Министерства сельского хозяйства и продовльствия Республики Татарстан на участие в отборе ;01.06.2016;;;;"СХПК ""Игенче"" Балтасинский район";
803;;02.02.2195;Заявка Министерства сельского хозяйства и продовльствия Республики Татарстан на участие в отборе ;01.06.2016;;;;"ООО ""Тукай"" Атнинский район";
804;;02.02.2195;Заявка Министерства сельского хозяйства и продовльствия Республики Татарстан на участие в отборе ;01.06.2016;;;;"ООО ""СХП имени Сайдашева""Тукаевский район
ООО ""Родник"" Чистопольский район
ООО ""Тукай"" Атнинский район";
805;;02/2-4946-2;Заявка Министерства сельского хозяйства и продовльствия Республики Татарстан на участие в отборе ;14.11.2016;;;;"ООО ""Современные пищевые технологии"" (КС-ЦН-724320/2016/00115 от 20.09.2016)
ООО ""Куюк"" Сабинский район";
806;;02.02.3109;Заявка Министерства сельского хозяйства и продовльствия Республики Татарстан на участие в отборе ;27.07.2016;;;;"ООО ""Агрофирма АЮ"" Арский район
ООО ""имени Тукая""
ООО ""Каракашлы"" Ютазинский район";
807;;02/2-5620-1;Заявка Министерства сельского хозяйства и продовльствия Республики Татарстан на участие в отборе ;14.12.2016;;;;"ООО ""Корсинский МТС""Арский район
ЗАО ""Агрофирма ""Новый Юраш"" Елабужский район
ЗАО ""Агрофирма ""Новый Юраш"" Елабужский район
ЗАО ""Агрофирма ""Новый Юраш"" Елабужский район
ИП глава КФХ ""Кадыров Ф.Ф."" Буинский район";
808;;02/2-888;Заявка Министерства сельского хозяйства и продовльствия Республики Татарстан на участие в отборе ;15.03.2016;;;;"СХ ООО ""Джалиль"" Бугульминский район";
809;;02/2-888;Заявка Министерства сельского хозяйства и продовльствия Республики Татарстан на участие в отборе ;15.03.2016;;;;"ЗАО ""Агропромышленный комплекс""Русский Мрамор""";
810;;02.02.2982;нет заявки;16.06.2015;;;;"СХ ООО ""Джалиль"" Бугульминский район
ЗАО ""Бирюли"" (156703/0003 от 29.04.2015)
ООО Агрофирма ""Актаныш"" (156706/0007 от 28.05.2015)";
811;Республика Марий Эл;05-39/394;Заявка Министерства сельского хозяйства и продовольствия республики Марий Эл на участие в отборе ;01.11.2016;;;;"ООО ""Оршанский сельхозпром""
";
812;;05-39/199;Заявка Министерства сельского хозяйства и продовольствия республики Марий Эл на участие в отборе ;27.06.2016;;;;"ЗАО Племзавод ""Семеновский""";
813;Рязанская область;СД/5-4937-14;Заявка Министерства сельского хозяйства Рязанской области на участие в отборе ;08.08.2016;;;;"ООО ""Восход""
ООО ""Максы""
 ООО ""Авангард""
ООО ""имени Крупской"" №165801/0002
ООО ""имени Крупской"" № 16581/0003";
814;;06-01-82/1704;Заявка Министерства агропромышленного комплекса и продовольствия Свердловской области на участие в отборе с приложением на 4 л.;23.03.2016;5;01.май;;;
815;;157300/0023;"Копия договора между АО ""Российский Сельскохозяйственный банк"" и ООО ""Бородулинское"" об открытии кредитной линии с лимитом выдачи";08.09.2015;15;июн.20;;;
816;;б/н;Копия договора 157300/0023 плановые платежи ; -;2;21-22;;;
817;;б/н;Копия графика платежей по процентам; -;1;23;;;
818;Саратовская облать;01-03-03-5063;Заявка Министерства сельского хозяйства Саратовской области на участие в отборе ;24.08.2016;;;;"АО ""Племзавод ""Трудовой""";
819;Саратовская облать;01-03-03-4969;Заявка Министерства сельского хозяйства Саратовской области на участие в отборе ;19.08.2016;;;;"ОАО ""Волга""";
820;Свердловская область;06-01-82/948;Заявка Министерства агропромышленного комплекса и продовольствия Свердловской области на участие в отборе с приложением на 2 л.;16.02.2016;3;24-26;;;
821;Свердловская область;82.1-4М15;"Кредитный договор между ОАО ""Акционерный коммерческий банк содействия коммерции и бизнесу"" и СПК ""Дружба""";04.08.2015;7;27-33;;;
822;;06-01-82/3161;Заявка Министерства агропромышленного комплекса и продовольствия Свердловской области на участие в отборе с приложением на 2 л.;13.05.2016;3;34-36;;;
823;Свердловская область;2216/70030902/405/16/1;"Договор между ПАО ""Сбербанк России"" и СПК ""Колхоз им. Чапаева"" об открытии невозобновляемой кредитной линии (со свободным режимом выборки)";30.03.2016;12;37-48;;;
824;;б/н;График погашения задолженности по Договору об открытии невозобновляемой кредитной линии №2216/70030902/405/16/1 от 30.03.2016 г. ; -;2;49-50;;;
825;;06-01-82/2432;Заявка Министерства агропромышленного комплекса и продовольствия Свердловской области на участие в отборе с приложением на 4 л.;14.04.2016;5;51-55;;;
826;Свердловская область;2216/70030924/007/15/1;"Копия кредитного договора между ПАО ""Сбербанк России"" и СПК ""колхоз им. Кирова""";30.12.2015;13;56-68;;;
827;;б/н;Копия графика платежей по Кредитному договору №2216/70030924/007/15/1 от 30.12.2015 года; -;4;69-72;;;
828;;06-01-79/5358;Заявка Министерства агропромышленного комплекса и продовольствия Свердловской области на участие в отборе с приложением на 2 л.;05.08.2016;3;73-75;;;
829;Свердловская область;2216/0900/0000/50488/16;"Копия кредитного договора между ПАО ""Сбербанк России"" и ООО ""Агрофирма ""Заря""";25.05.2016;9;76-84;;;
830;;06-01-79/2473;Заявка Министерства агропромышленного комплекса и продовольствия Свердловской области на участие в отборе с приложением на 2 л.;15.04.2016;3;85-87;;;
831;Свердловская область;167306/0001;"Кредитный договор между АО ""Российский Сельскохозяйственный банк"" и ООО ""Агрофирма ""Импульс""";31.03.2016;11;88-98;;;
832;;06-01-82/5821;Заявка Министерства агропромышленного комплекса и продовольствия Свердловской области на участие в отборе с приложением на 2 л.;26.08.2016;3;99-101;;;
833;Свердловская область;2616-104-К;"Копия кредитного соглашения между АО ""Газпромбанк"" и ЗАО ""Агрофирма ""Патруши""";28.04.2016;22;102-123;;;
834;;82953;"Договор между ПАО ""Сбербанк России"" и ООО ""Ямовский"" об открытии невозобновляемой кредитной линии";13.05.2016;18;124-141;;;
835;;2216/70030902/406/16/1;"Договор между ПАО ""Сбербанк России"" и СПК ""Колхоз им. Чапаева"" об открытии невозобновляемой кредитной линии (со свободным режимом выборки)";07.04.2016;13;142-154;;;
836;;129.2.1-103;"Копия договора кредитной линии между  ПАО ""Сбербанк России"" и ООО ""Агрофирма ""Ирбитская"" с лимитом выдачи";12.04.2016;25;155-179;;;
